N	Approx		Exact		Error			Log Error-Ratio
4	1.358990	1.359141	-1.508014e-04		0.000000
8	1.359122	1.359141	-1.863418e-05		3.016626
16	1.359139	1.359141	-2.307957e-06		3.013263
32	1.359141	1.359141	-2.868592e-07		3.008202
64	1.359141	1.359141	-3.574504e-08		3.004528
128	1.359141	1.359141	-4.460782e-09		3.002374
256	1.359141	1.359141	-5.571266e-10		3.001220
512	1.359141	1.359141	-6.961320e-11		3.000572
1024	1.359141	1.359141	-8.695711e-12		3.000985
2048	1.359141	1.359141	-1.088907e-12		2.997424
