N	Approx		Exact		Error			Log Error-Ratio
50	0.571931	0.571429	5.023421e-04		0.000000
100	0.571627	0.571429	1.979653e-04		1.343423
200	0.571507	0.571429	7.817389e-05		1.340489
400	0.571459	0.571429	3.091905e-05		1.338191
800	0.571441	0.571429	1.224297e-05		1.336543
1600	0.571433	0.571429	4.851608e-06		1.335418
3200	0.571430	0.571429	1.923575e-06		1.334673
6400	0.571429	0.571429	7.629191e-07		1.334188
