N	Approx		Exact		Error			Log Error-Ratio
50	0.571525	0.571429	9.618532e-05		0.000000
100	0.571467	0.571429	3.819003e-05		1.332621
200	0.571444	0.571429	1.515864e-05		1.333056
400	0.571435	0.571429	6.016165e-06		1.333224
800	0.571431	0.571429	2.387588e-06		1.333290
1600	0.571430	0.571429	9.475263e-07		1.333316
3200	0.571429	0.571429	3.760278e-07		1.333327
6400	0.571429	0.571429	1.492270e-07		1.333331
